order_id,order_date,product,category,region,sales_rep,channel,quantity,unit_price,sales
1303,2024-04-03,Desk Lamp,Furniture,East,Carla Diaz,Partner,1,44.11,41.9
1304,2024-04-03,Mechanical Keyboard,Electronics,East,Bob Chen,Partner,5,67.31,319.72
1305,2024-04-03,USB-C Hub,Electronics,North,Bob Chen,Online,3,35.95,102.46
1306,2024-04-04,Desk Lamp,Furniture,East,David Lee,Partner,1,39.61,37.63
1307,2024-04-05,Monitor 27in,Electronics,West,David Lee,Partner,1,201.62,191.54
1308,2024-04-06,Pen Pack,Stationery,East,Alice Kim,Retail Store,5,7.35,34.91
1309,2024-04-06,Desk Lamp,Furniture,South,Eve Torres,Partner,6,41.17,234.67
1310,2024-04-06,Monitor 27in,Electronics,South,David Lee,Partner,2,240.23,456.44
1311,2024-04-07,Wireless Mouse,Electronics,East,Bob Chen,Online,1,25.74,24.45
1312,2024-04-07,Notebook Set,Stationery,East,Alice Kim,Retail Store,6,11.48,65.44
1313,2024-04-07,Office Chair,Furniture,East,Bob Chen,Partner,6,205.04,1168.73
1314,2024-04-07,Standing Desk,Furniture,South,Eve Torres,Partner,5,434.02,2061.59
1315,2024-04-07,USB-C Hub,Electronics,East,Eve Torres,Online,2,37.26,70.79
1316,2024-04-07,Wireless Mouse,Electronics,East,Bob Chen,Partner,1,22.78,21.64
1317,2024-04-08,Monitor 27in,Electronics,East,Carla Diaz,Retail Store,6,199.67,1138.12
1318,2024-04-08,Office Chair,Furniture,West,Alice Kim,Partner,6,180.27,1027.54
1319,2024-04-08,Wireless Mouse,Electronics,West,David Lee,Online,2,25.25,47.97
1320,2024-04-09,Monitor 27in,Electronics,East,Carla Diaz,Retail Store,2,215.19,408.86
1321,2024-04-09,USB-C Hub,Electronics,North,Carla Diaz,Online,3,36.01,102.63
1322,2024-04-10,Mechanical Keyboard,Electronics,South,Alice Kim,Online,3,65.81,187.56
1323,2024-04-10,Standing Desk,Furniture,West,Bob Chen,Online,4,468.74,1781.21
1324,2024-04-10,Notebook Set,Stationery,South,Bob Chen,Retail Store,5,12.96,61.56
1325,2024-04-11,Desk Lamp,Furniture,West,Alice Kim,Online,4,44.79,170.2
1326,2024-04-11,Pen Pack,Stationery,South,Bob Chen,Partner,5,8.11,38.52
1327,2024-04-11,Notebook Set,Stationery,West,Eve Torres,Partner,1,10.95,10.4
1328,2024-04-11,Desk Lamp,Furniture,North,David Lee,Online,3,41.37,117.9
1329,2024-04-12,Notebook Set,Stationery,West,Alice Kim,Partner,4,11.9,45.22
1330,2024-04-12,Webcam HD,Electronics,East,Alice Kim,Retail Store,2,54.48,103.51
1331,2024-04-13,Desk Lamp,Furniture,North,Bob Chen,Online,5,38.8,184.3
1332,2024-04-13,Pen Pack,Stationery,East,Eve Torres,Retail Store,3,8.79,25.05
1333,2024-04-13,USB-C Hub,Electronics,West,Eve Torres,Online,2,36.77,69.86
1334,2024-04-13,Wireless Mouse,Electronics,East,David Lee,Partner,1,23.36,22.19
1335,2024-04-14,USB-C Hub,Electronics,South,Carla Diaz,Partner,5,39.31,186.72
1336,2024-04-14,Notebook Set,Stationery,East,Eve Torres,Retail Store,2,11.98,22.76
1337,2024-04-14,Webcam HD,Electronics,East,David Lee,Online,5,56.82,269.89
1338,2024-04-15,Notebook Set,Stationery,West,Eve Torres,Retail Store,6,11.13,63.44
1339,2024-04-15,Wireless Mouse,Electronics,South,Alice Kim,Partner,5,25.47,120.98
1340,2024-04-16,USB-C Hub,Electronics,West,Bob Chen,Partner,5,37.0,175.75
1341,2024-04-16,Office Chair,Furniture,North,Bob Chen,Online,1,187.77,178.38
1342,2024-04-16,Desk Lamp,Furniture,West,Bob Chen,Retail Store,3,40.19,114.54
1343,2024-04-17,Monitor 27in,Electronics,North,Bob Chen,Partner,4,246.0,934.8
1344,2024-04-17,Office Chair,Furniture,West,Eve Torres,Retail Store,5,176.63,838.99
1345,2024-04-17,Notebook Set,Stationery,East,Eve Torres,Retail Store,2,12.18,23.14
1346,2024-04-17,Standing Desk,Furniture,South,Carla Diaz,Partner,5,428.84,2036.99
1347,2024-04-18,Office Chair,Furniture,South,David Lee,Retail Store,3,196.7,560.59
1348,2024-04-18,Desk Lamp,Furniture,East,Carla Diaz,Online,3,41.6,118.56
1349,2024-04-19,Webcam HD,Electronics,West,Carla Diaz,Online,4,61.82,234.92
1350,2024-04-19,Standing Desk,Furniture,North,Carla Diaz,Retail Store,1,408.2,387.79
1351,2024-04-19,Standing Desk,Furniture,South,Eve Torres,Retail Store,6,428.3,2441.31
1352,2024-04-19,Webcam HD,Electronics,North,Eve Torres,Partner,6,53.23,303.41
1353,2024-04-20,Office Chair,Furniture,South,Bob Chen,Online,2,164.28,312.13
1354,2024-04-20,Mechanical Keyboard,Electronics,West,Alice Kim,Partner,4,63.87,242.71
1355,2024-04-20,USB-C Hub,Electronics,South,David Lee,Partner,1,39.94,37.94
1356,2024-04-20,Desk Lamp,Furniture,East,Carla Diaz,Retail Store,4,42.51,161.54
1357,2024-04-21,Wireless Mouse,Electronics,South,Eve Torres,Partner,1,26.58,25.25
1358,2024-04-21,Wireless Mouse,Electronics,South,Alice Kim,Retail Store,2,25.11,47.71
1359,2024-04-21,Desk Lamp,Furniture,East,Alice Kim,Online,2,45.37,86.2
1360,2024-04-21,Standing Desk,Furniture,East,Carla Diaz,Retail Store,5,441.29,2096.13
1361,2024-04-21,Webcam HD,Electronics,South,Eve Torres,Retail Store,5,56.29,267.38
1362,2024-04-22,Office Chair,Furniture,West,Carla Diaz,Partner,1,176.88,168.04
1363,2024-04-22,USB-C Hub,Electronics,East,Eve Torres,Partner,1,37.95,36.05
1364,2024-04-23,Office Chair,Furniture,West,David Lee,Partner,2,189.49,360.03
1365,2024-04-23,Notebook Set,Stationery,North,Bob Chen,Online,1,12.0,11.4
1366,2024-04-23,Desk Lamp,Furniture,North,Carla Diaz,Retail Store,3,45.36,129.28
1367,2024-04-23,Office Chair,Furniture,East,Carla Diaz,Partner,4,195.92,744.5
1368,2024-04-23,Monitor 27in,Electronics,East,Bob Chen,Online,1,212.39,201.77
1369,2024-04-23,Mechanical Keyboard,Electronics,West,Eve Torres,Partner,4,63.49,241.26
1370,2024-04-24,Standing Desk,Furniture,East,Carla Diaz,Partner,6,390.33,2224.88
1371,2024-04-24,Office Chair,Furniture,West,Bob Chen,Retail Store,2,205.08,389.65
1372,2024-04-24,Monitor 27in,Electronics,West,Eve Torres,Partner,3,220.87,629.48
1373,2024-04-24,Office Chair,Furniture,North,Eve Torres,Retail Store,2,192.62,365.98
1374,2024-04-24,Webcam HD,Electronics,North,Alice Kim,Partner,6,54.47,310.48
1375,2024-04-24,Webcam HD,Electronics,South,Bob Chen,Retail Store,2,57.37,109.0
1376,2024-04-25,Webcam HD,Electronics,South,Eve Torres,Retail Store,4,51.1,194.18
1377,2024-04-25,Mechanical Keyboard,Electronics,North,David Lee,Online,5,65.74,312.26
1378,2024-04-25,Webcam HD,Electronics,North,Eve Torres,Retail Store,4,55.78,211.96
1379,2024-04-25,Standing Desk,Furniture,East,Alice Kim,Partner,6,380.29,2167.65
1380,2024-04-25,Office Chair,Furniture,West,Carla Diaz,Partner,5,165.29,785.13
1381,2024-04-25,Mechanical Keyboard,Electronics,North,David Lee,Online,5,74.65,354.59
1382,2024-04-26,Pen Pack,Stationery,West,Carla Diaz,Retail Store,2,8.74,16.61
1383,2024-04-26,Desk Lamp,Furniture,South,Carla Diaz,Online,4,39.76,151.09
1384,2024-04-27,Webcam HD,Electronics,South,Alice Kim,Online,4,56.77,215.73
1385,2024-04-28,Desk Lamp,Furniture,West,Eve Torres,Retail Store,6,43.19,246.18
1386,2024-04-28,Office Chair,Furniture,South,Carla Diaz,Online,2,182.73,347.19
1387,2024-04-29,Mechanical Keyboard,Electronics,West,Eve Torres,Online,1,71.65,68.07
1388,2024-04-29,Office Chair,Furniture,North,David Lee,Partner,2,165.03,313.56
1389,2024-04-29,Wireless Mouse,Electronics,West,David Lee,Online,2,27.13,51.55
1390,2024-04-29,Webcam HD,Electronics,North,Bob Chen,Partner,2,59.87,113.75
1391,2024-04-29,Standing Desk,Furniture,East,Eve Torres,Partner,2,463.66,880.95
1392,2024-04-30,Notebook Set,Stationery,South,Eve Torres,Online,2,11.71,22.25
1393,2024-04-30,Pen Pack,Stationery,South,David Lee,Partner,3,7.75,22.09
1394,2024-04-30,Desk Lamp,Furniture,West,Eve Torres,Retail Store,1,45.72,43.43
1395,2024-04-30,Pen Pack,Stationery,West,Bob Chen,Partner,4,7.5,28.5
1396,2024-04-30,Desk Lamp,Furniture,East,Bob Chen,Retail Store,2,44.49,84.53
1397,2024-04-30,Wireless Mouse,Electronics,West,Eve Torres,Partner,5,25.08,119.13
1398,2024-05-01,Pen Pack,Stationery,East,Alice Kim,Retail Store,2,7.71,15.03
1399,2024-05-02,Notebook Set,Stationery,South,Alice Kim,Retail Store,1,12.41,12.1
1400,2024-05-02,Pen Pack,Stationery,North,Alice Kim,Online,6,8.41,49.2
1401,2024-05-02,Monitor 27in,Electronics,South,David Lee,Online,6,234.93,1374.34
1402,2024-05-02,Notebook Set,Stationery,North,Bob Chen,Online,3,13.67,39.98
1403,2024-05-02,Mechanical Keyboard,Electronics,West,Bob Chen,Partner,6,74.74,437.23
1404,2024-05-02,Monitor 27in,Electronics,South,Eve Torres,Retail Store,6,209.25,1224.11
1405,2024-05-03,Standing Desk,Furniture,East,Carla Diaz,Retail Store,4,426.96,1665.14
1406,2024-05-03,Notebook Set,Stationery,West,Alice Kim,Partner,5,13.45,65.57
1407,2024-05-03,Desk Lamp,Furniture,East,Carla Diaz,Retail Store,3,45.14,132.03
1408,2024-05-03,Wireless Mouse,Electronics,South,Alice Kim,Retail Store,5,27.9,136.01
1409,2024-05-03,Webcam HD,Electronics,West,Carla Diaz,Online,5,57.46,280.12
1410,2024-05-03,Office Chair,Furniture,South,David Lee,Partner,3,172.35,504.12
1411,2024-05-04,Notebook Set,Stationery,West,David Lee,Retail Store,3,13.09,38.29
1412,2024-05-04,USB-C Hub,Electronics,South,Bob Chen,Partner,6,38.46,224.99
1413,2024-05-04,Webcam HD,Electronics,North,Eve Torres,Online,4,52.03,202.92
1414,2024-05-04,Mechanical Keyboard,Electronics,North,David Lee,Online,6,59.29,346.85
1415,2024-05-04,Office Chair,Furniture,North,Bob Chen,Partner,1,193.82,188.97
1416,2024-05-05,Notebook Set,Stationery,West,David Lee,Online,1,12.65,12.33
1417,2024-05-05,Wireless Mouse,Electronics,North,Alice Kim,Partner,5,25.95,126.51
1418,2024-05-05,Standing Desk,Furniture,North,Eve Torres,Partner,5,480.64,2343.12
1419,2024-05-06,Pen Pack,Stationery,North,Eve Torres,Online,2,7.41,14.45
1420,2024-05-06,Office Chair,Furniture,East,Carla Diaz,Retail Store,2,189.89,370.29
1421,2024-05-06,Pen Pack,Stationery,West,David Lee,Partner,1,7.95,7.75
1422,2024-05-06,Office Chair,Furniture,North,Alice Kim,Online,6,172.16,1007.14
1423,2024-05-06,Pen Pack,Stationery,West,Alice Kim,Partner,4,7.95,31.0
1424,2024-05-08,USB-C Hub,Electronics,West,Carla Diaz,Partner,1,35.87,34.97
1425,2024-05-08,Mechanical Keyboard,Electronics,South,Bob Chen,Partner,5,73.44,358.02
1426,2024-05-08,Monitor 27in,Electronics,North,Carla Diaz,Partner,4,212.91,830.35
1427,2024-05-08,Monitor 27in,Electronics,East,Alice Kim,Online,6,199.81,1168.89
1428,2024-05-08,Monitor 27in,Electronics,West,Alice Kim,Retail Store,2,239.37,466.77
1429,2024-05-09,Monitor 27in,Electronics,West,Eve Torres,Retail Store,2,229.17,446.88
1430,2024-05-10,USB-C Hub,Electronics,East,Alice Kim,Online,6,37.84,221.36
1431,2024-05-10,Pen Pack,Stationery,East,Eve Torres,Partner,2,8.88,17.32
1432,2024-05-10,Monitor 27in,Electronics,East,Alice Kim,Partner,4,251.29,980.03
1433,2024-05-11,Desk Lamp,Furniture,West,David Lee,Online,4,38.28,149.29
1434,2024-05-11,Monitor 27in,Electronics,East,Bob Chen,Partner,6,218.9,1280.57
1435,2024-05-14,USB-C Hub,Electronics,South,David Lee,Retail Store,4,37.73,147.15
1436,2024-05-14,Notebook Set,Stationery,East,David Lee,Retail Store,1,11.07,10.79
1437,2024-05-15,Standing Desk,Furniture,South,David Lee,Retail Store,1,391.91,382.11
1438,2024-05-15,Webcam HD,Electronics,North,Alice Kim,Online,5,56.55,275.68
1439,2024-05-15,Notebook Set,Stationery,East,David Lee,Online,5,11.08,54.02
1440,2024-05-15,Standing Desk,Furniture,North,Eve Torres,Online,4,418.72,1633.01
1441,2024-05-15,Monitor 27in,Electronics,West,Bob Chen,Online,5,207.33,1010.73
1442,2024-05-15,Standing Desk,Furniture,South,Alice Kim,Online,3,406.18,1188.08
1443,2024-05-16,Standing Desk,Furniture,North,Carla Diaz,Retail Store,4,409.47,1596.93
1444,2024-05-16,Office Chair,Furniture,South,David Lee,Online,6,190.13,1112.26
1445,2024-05-16,USB-C Hub,Electronics,West,Carla Diaz,Partner,3,31.56,92.31
1446,2024-05-17,Notebook Set,Stationery,South,Carla Diaz,Retail Store,4,11.8,46.02
1447,2024-05-17,Monitor 27in,Electronics,East,Bob Chen,Retail Store,6,209.05,1222.94
1448,2024-05-17,Notebook Set,Stationery,West,Eve Torres,Online,3,13.0,38.02
1449,2024-05-18,Pen Pack,Stationery,West,Carla Diaz,Online,3,8.83,25.83
1450,2024-05-18,Monitor 27in,Electronics,South,Eve Torres,Online,2,230.57,449.61
1451,2024-05-19,Desk Lamp,Furniture,East,Alice Kim,Retail Store,6,38.1,222.89
1452,2024-05-19,Desk Lamp,Furniture,South,Carla Diaz,Partner,2,42.33,82.54
1453,2024-05-19,USB-C Hub,Electronics,West,Alice Kim,Retail Store,6,35.2,205.92
1454,2024-05-19,Monitor 27in,Electronics,West,Eve Torres,Online,4,230.02,897.08
1455,2024-05-19,Notebook Set,Stationery,North,Alice Kim,Online,6,13.49,78.92
1456,2024-05-20,Notebook Set,Stationery,North,Eve Torres,Partner,2,12.74,24.84
1457,2024-05-20,Pen Pack,Stationery,West,Alice Kim,Online,3,9.13,26.71
1458,2024-05-20,Mechanical Keyboard,Electronics,South,David Lee,Retail Store,3,62.11,181.67
1459,2024-05-20,Pen Pack,Stationery,South,Carla Diaz,Online,4,8.74,34.09
1460,2024-05-20,Desk Lamp,Furniture,North,Alice Kim,Partner,1,38.95,37.98
1461,2024-05-21,Notebook Set,Stationery,South,Eve Torres,Retail Store,3,11.83,34.6
1462,2024-05-22,Desk Lamp,Furniture,West,Carla Diaz,Online,1,40.38,39.37
1463,2024-05-22,Standing Desk,Furniture,North,Alice Kim,Retail Store,1,463.07,451.49
1464,2024-05-23,Mechanical Keyboard,Electronics,South,Eve Torres,Online,6,71.5,418.27
1465,2024-05-23,Webcam HD,Electronics,West,David Lee,Online,2,54.05,105.4
1466,2024-05-23,Pen Pack,Stationery,West,David Lee,Online,6,7.57,44.28
1467,2024-05-23,Monitor 27in,Electronics,West,David Lee,Online,2,222.73,434.32
1468,2024-05-23,Office Chair,Furniture,North,Eve Torres,Online,2,174.53,340.33
1469,2024-05-24,Webcam HD,Electronics,South,David Lee,Online,2,54.53,106.33
1470,2024-05-24,Standing Desk,Furniture,East,Eve Torres,Retail Store,6,468.58,2741.19
1471,2024-05-24,Monitor 27in,Electronics,East,Carla Diaz,Retail Store,4,230.29,898.13
1472,2024-05-24,Monitor 27in,Electronics,East,Eve Torres,Partner,2,242.76,473.38
1473,2024-05-24,Mechanical Keyboard,Electronics,North,Bob Chen,Retail Store,6,60.68,354.98
1474,2024-05-24,Mechanical Keyboard,Electronics,South,Eve Torres,Retail Store,2,64.57,125.91
1475,2024-05-25,Monitor 27in,Electronics,West,Bob Chen,Retail Store,2,229.61,447.74
1476,2024-05-25,Webcam HD,Electronics,South,Eve Torres,Online,6,62.14,363.52
1477,2024-05-25,Desk Lamp,Furniture,East,David Lee,Partner,3,37.4,109.39
1478,2024-05-27,Notebook Set,Stationery,South,David Lee,Partner,1,12.25,11.94
1479,2024-05-27,Webcam HD,Electronics,West,David Lee,Partner,6,56.31,329.41
1480,2024-05-27,Desk Lamp,Furniture,North,Bob Chen,Retail Store,4,37.67,146.91
1481,2024-05-27,Wireless Mouse,Electronics,East,Bob Chen,Retail Store,3,23.91,69.94
1482,2024-05-27,Monitor 27in,Electronics,West,Eve Torres,Partner,6,240.49,1406.87
1483,2024-05-27,Mechanical Keyboard,Electronics,East,Eve Torres,Online,5,60.36,294.25
1484,2024-05-28,Desk Lamp,Furniture,West,Alice Kim,Partner,5,38.19,186.18
1485,2024-05-28,Office Chair,Furniture,North,David Lee,Retail Store,3,201.37,589.01
1486,2024-05-28,Notebook Set,Stationery,North,Bob Chen,Online,1,12.12,11.82
1487,2024-05-28,Monitor 27in,Electronics,West,Bob Chen,Partner,6,217.28,1271.09
1488,2024-05-28,USB-C Hub,Electronics,North,Eve Torres,Retail Store,2,38.62,75.31
1489,2024-05-28,Webcam HD,Electronics,South,Carla Diaz,Partner,3,57.71,168.8
1490,2024-05-29,Standing Desk,Furniture,North,Bob Chen,Retail Store,5,406.07,1979.59
1491,2024-05-29,Wireless Mouse,Electronics,South,Bob Chen,Online,3,27.92,81.67
1492,2024-05-30,Notebook Set,Stationery,West,David Lee,Online,2,13.08,25.51
1493,2024-05-31,Standing Desk,Furniture,West,Alice Kim,Partner,6,421.49,2465.72
1494,2024-05-31,Mechanical Keyboard,Electronics,East,Carla Diaz,Retail Store,4,66.88,260.83
1495,2024-05-31,Desk Lamp,Furniture,North,David Lee,Partner,3,41.82,122.32
1496,2024-05-31,Notebook Set,Stationery,West,Bob Chen,Retail Store,1,13.19,12.86
1497,2024-06-01,Office Chair,Furniture,East,Carla Diaz,Partner,4,174.08,696.32
1498,2024-06-01,Monitor 27in,Electronics,West,Carla Diaz,Partner,2,229.14,458.28
1499,2024-06-01,Wireless Mouse,Electronics,West,Alice Kim,Online,1,23.12,23.12
1500,2024-06-01,USB-C Hub,Electronics,West,Bob Chen,Partner,4,35.49,141.96
1501,2024-06-01,USB-C Hub,Electronics,East,Alice Kim,Partner,6,34.14,204.84
1502,2024-06-01,Notebook Set,Stationery,South,Alice Kim,Retail Store,3,11.05,33.15
1503,2024-06-02,Standing Desk,Furniture,South,David Lee,Partner,6,451.44,2708.64
1504,2024-06-02,Mechanical Keyboard,Electronics,South,David Lee,Online,6,60.05,360.3
1505,2024-06-02,USB-C Hub,Electronics,West,Alice Kim,Online,5,33.48,167.4
1506,2024-06-02,Notebook Set,Stationery,West,Bob Chen,Retail Store,1,13.76,13.76
1507,2024-06-02,Mechanical Keyboard,Electronics,North,Alice Kim,Retail Store,2,64.72,129.44
1508,2024-06-03,Standing Desk,Furniture,South,Bob Chen,Online,2,418.19,836.38
1509,2024-06-03,Webcam HD,Electronics,South,David Lee,Retail Store,5,49.62,248.1
1510,2024-06-04,Office Chair,Furniture,West,Eve Torres,Partner,6,195.67,1174.02
1511,2024-06-04,Desk Lamp,Furniture,North,Bob Chen,Online,2,36.87,73.74
1512,2024-06-04,Monitor 27in,Electronics,West,Carla Diaz,Online,6,219.12,1314.72
1513,2024-06-04,Office Chair,Furniture,South,Eve Torres,Partner,3,191.01,573.03
1514,2024-06-04,Monitor 27in,Electronics,North,Carla Diaz,Online,6,231.42,1388.52
1515,2024-06-05,Monitor 27in,Electronics,West,Carla Diaz,Partner,5,208.38,1041.9
1516,2024-06-05,Wireless Mouse,Electronics,North,Bob Chen,Retail Store,2,25.59,51.18
1517,2024-06-05,Monitor 27in,Electronics,North,Carla Diaz,Retail Store,1,227.06,227.06
1518,2024-06-05,USB-C Hub,Electronics,West,Carla Diaz,Partner,4,39.03,156.12
1519,2024-06-06,USB-C Hub,Electronics,North,Alice Kim,Partner,4,39.85,159.4
1520,2024-06-06,Mechanical Keyboard,Electronics,North,Alice Kim,Retail Store,1,62.76,62.76
1521,2024-06-06,Webcam HD,Electronics,West,David Lee,Partner,3,58.14,174.42
1522,2024-06-06,Pen Pack,Stationery,South,Carla Diaz,Online,1,8.48,8.48
1523,2024-06-06,Standing Desk,Furniture,South,Bob Chen,Partner,1,431.69,431.69
1524,2024-06-07,Pen Pack,Stationery,North,Carla Diaz,Partner,5,8.47,42.35
1525,2024-06-07,Pen Pack,Stationery,South,Alice Kim,Online,6,9.11,54.66
1526,2024-06-09,Mechanical Keyboard,Electronics,North,Carla Diaz,Partner,4,68.45,273.8
1527,2024-06-09,USB-C Hub,Electronics,South,Alice Kim,Online,1,31.61,31.61
1528,2024-06-09,Desk Lamp,Furniture,East,Bob Chen,Retail Store,3,41.23,123.69
1529,2024-06-10,Standing Desk,Furniture,North,Carla Diaz,Retail Store,6,471.07,2826.42
1530,2024-06-11,Webcam HD,Electronics,North,David Lee,Retail Store,1,53.12,53.12
1531,2024-06-11,Webcam HD,Electronics,South,Carla Diaz,Online,3,50.26,150.78
1532,2024-06-12,Mechanical Keyboard,Electronics,North,Bob Chen,Partner,5,69.45,347.25
1533,2024-06-12,Webcam HD,Electronics,North,Bob Chen,Online,1,50.11,50.11
1534,2024-06-13,Notebook Set,Stationery,South,Alice Kim,Partner,4,13.56,54.24
1535,2024-06-13,Pen Pack,Stationery,West,Carla Diaz,Retail Store,2,7.84,15.68
1536,2024-06-13,Mechanical Keyboard,Electronics,North,Bob Chen,Online,5,64.56,322.8
1537,2024-06-14,Webcam HD,Electronics,North,David Lee,Retail Store,1,62.62,62.62
1538,2024-06-14,Standing Desk,Furniture,West,Alice Kim,Retail Store,3,387.07,1161.21
1539,2024-06-14,Office Chair,Furniture,East,Eve Torres,Online,3,187.37,562.11
1540,2024-06-14,Desk Lamp,Furniture,West,Bob Chen,Partner,3,41.92,125.76
1541,2024-06-14,Webcam HD,Electronics,West,Alice Kim,Online,2,51.57,103.14
1542,2024-06-14,Webcam HD,Electronics,North,Carla Diaz,Online,3,58.24,174.72
1543,2024-06-15,Pen Pack,Stationery,North,Bob Chen,Partner,6,8.65,51.9
1544,2024-06-15,Office Chair,Furniture,North,Bob Chen,Partner,4,184.14,736.56
1545,2024-06-15,Standing Desk,Furniture,South,Eve Torres,Retail Store,1,382.61,382.61
1546,2024-06-15,Notebook Set,Stationery,North,Eve Torres,Online,4,13.72,54.88
1547,2024-06-15,Webcam HD,Electronics,West,Alice Kim,Partner,2,58.26,116.52
1548,2024-06-15,Monitor 27in,Electronics,South,Bob Chen,Retail Store,1,221.92,221.92
1549,2024-06-16,Notebook Set,Stationery,East,Carla Diaz,Retail Store,4,12.9,51.6
1550,2024-06-16,Standing Desk,Furniture,South,Bob Chen,Partner,2,385.84,771.68
1551,2024-06-18,Mechanical Keyboard,Electronics,East,David Lee,Online,2,65.81,131.62
1552,2024-06-19,Notebook Set,Stationery,West,Carla Diaz,Online,2,12.16,24.32
1553,2024-06-19,Mechanical Keyboard,Electronics,East,Eve Torres,Online,2,71.62,143.24
1554,2024-06-19,Office Chair,Furniture,South,Carla Diaz,Retail Store,3,168.67,506.01
1555,2024-06-19,Webcam HD,Electronics,East,Bob Chen,Online,1,58.81,58.81
1556,2024-06-20,Desk Lamp,Furniture,South,Alice Kim,Retail Store,5,43.48,217.4
1557,2024-06-20,Mechanical Keyboard,Electronics,North,Bob Chen,Online,2,60.47,120.94
1558,2024-06-20,Office Chair,Furniture,North,Eve Torres,Partner,4,178.75,715.0
1559,2024-06-21,Mechanical Keyboard,Electronics,South,David Lee,Online,1,74.7,74.7
1560,2024-06-21,Mechanical Keyboard,Electronics,West,Alice Kim,Online,3,60.49,181.47
1561,2024-06-22,Pen Pack,Stationery,North,David Lee,Partner,6,7.99,47.94
1562,2024-06-22,Pen Pack,Stationery,South,Carla Diaz,Retail Store,2,7.91,15.82
1563,2024-06-22,Desk Lamp,Furniture,South,Carla Diaz,Retail Store,2,36.35,72.7
1564,2024-06-22,Pen Pack,Stationery,North,Carla Diaz,Retail Store,5,8.16,40.8
1565,2024-06-23,Pen Pack,Stationery,South,Eve Torres,Online,2,8.49,16.98
1566,2024-06-24,Notebook Set,Stationery,West,Carla Diaz,Partner,4,12.43,49.72
1567,2024-06-24,Webcam HD,Electronics,South,Alice Kim,Retail Store,3,54.84,164.52
1568,2024-06-24,Monitor 27in,Electronics,East,Alice Kim,Retail Store,2,199.61,399.22
1569,2024-06-25,Notebook Set,Stationery,South,Alice Kim,Online,5,13.8,69.0
1570,2024-06-25,Office Chair,Furniture,North,Bob Chen,Partner,3,186.02,558.06
1571,2024-06-25,Pen Pack,Stationery,South,Bob Chen,Online,3,9.07,27.21
1572,2024-06-25,Monitor 27in,Electronics,East,Eve Torres,Online,3,242.34,727.02
1573,2024-06-26,Notebook Set,Stationery,South,David Lee,Partner,5,12.49,62.45
1574,2024-06-26,Standing Desk,Furniture,North,Alice Kim,Online,2,429.5,859.0
1575,2024-06-26,Monitor 27in,Electronics,West,Alice Kim,Retail Store,2,199.1,398.2
1576,2024-06-26,Monitor 27in,Electronics,East,Bob Chen,Retail Store,2,242.35,484.7
1577,2024-06-26,Wireless Mouse,Electronics,South,Alice Kim,Partner,1,23.42,23.42
1578,2024-06-27,Notebook Set,Stationery,West,Eve Torres,Online,1,11.92,11.92
1579,2024-06-27,Notebook Set,Stationery,South,David Lee,Partner,3,11.77,35.31
1580,2024-06-27,Desk Lamp,Furniture,East,Bob Chen,Partner,6,39.17,235.02
1581,2024-06-27,Monitor 27in,Electronics,East,Bob Chen,Online,2,218.81,437.62
1582,2024-06-27,Wireless Mouse,Electronics,West,Eve Torres,Online,6,28.43,170.58
1583,2024-06-27,USB-C Hub,Electronics,South,Eve Torres,Online,5,34.28,171.4
1584,2024-06-28,USB-C Hub,Electronics,South,Carla Diaz,Retail Store,3,38.02,114.06
1585,2024-06-28,USB-C Hub,Electronics,North,Carla Diaz,Retail Store,6,39.25,235.5
1586,2024-06-28,Wireless Mouse,Electronics,North,Carla Diaz,Retail Store,3,23.81,71.43
1587,2024-06-29,Mechanical Keyboard,Electronics,West,David Lee,Partner,6,58.52,351.12
1588,2024-06-29,Pen Pack,Stationery,West,David Lee,Retail Store,2,8.97,17.94
1589,2024-06-29,Webcam HD,Electronics,West,Eve Torres,Partner,4,50.89,203.56
1590,2024-06-29,Office Chair,Furniture,North,Carla Diaz,Online,2,182.31,364.62
1591,2024-06-29,Notebook Set,Stationery,North,Carla Diaz,Online,3,13.65,40.95
1592,2024-06-29,Pen Pack,Stationery,North,Carla Diaz,Partner,2,8.66,17.32
1593,2024-06-30,Desk Lamp,Furniture,South,Eve Torres,Retail Store,6,36.31,217.86
1594,2024-06-30,USB-C Hub,Electronics,South,Bob Chen,Retail Store,1,32.39,32.39
1595,2024-06-30,Webcam HD,Electronics,East,Carla Diaz,Retail Store,6,62.23,373.38
1596,2024-06-30,Office Chair,Furniture,West,Bob Chen,Online,1,164.23,164.23
1597,2024-07-01,Wireless Mouse,Electronics,West,Bob Chen,Online,4,23.05,94.5
1598,2024-07-01,Wireless Mouse,Electronics,East,Alice Kim,Retail Store,2,23.57,48.32
1599,2024-07-02,Mechanical Keyboard,Electronics,West,David Lee,Partner,3,71.25,219.09
1600,2024-07-02,Standing Desk,Furniture,West,Bob Chen,Retail Store,1,445.4,456.53
1601,2024-07-02,Pen Pack,Stationery,North,Carla Diaz,Retail Store,3,7.57,23.28
1602,2024-07-02,Desk Lamp,Furniture,East,Eve Torres,Online,3,38.26,117.65
1603,2024-07-02,USB-C Hub,Electronics,North,Carla Diaz,Partner,6,37.34,229.64
1604,2024-07-02,Pen Pack,Stationery,North,David Lee,Partner,5,7.66,39.26
1605,2024-07-03,Webcam HD,Electronics,West,Eve Torres,Online,6,61.42,377.73
